INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP
646,101,9/10/2013 5:09,3018,20.31,19.71,0.6,10,3006,0.056,0.652,0.596,9.3,0.996,0.9,0.49,STABLE,0.15,2.31,481,104,34.7
647,101,9/10/2013 5:20,2415,20.31,19.83,0.48,10,2442,0.056,0.54,0.484,9.3,1.011,0.7,0.49,STABLE,0,2.31,277,45,34.4
648,101,9/10/2013 5:30,1652,20.31,19.98,0.32,10.1,1600,0.056,0.373,0.317,9.3,0.969,0.5,0.49,STABLE,0.01,2.32,124,1,34.2
649,101,9/10/2013 5:41,1975,20.31,19.92,0.39,10.1,1855,0.056,0.423,0.367,9.4,0.939,0.6,0.49,STABLE,0,2.32,48,0,33.5
650,101,9/10/2013 5:51,2033,20.31,19.91,0.4,10.1,1873,0.056,0.427,0.371,9.4,0.921,0.6,0.49,STABLE,-0.01,2.31,152,15,33.4
651,101,9/10/2013 6:02,1940,20.31,19.93,0.38,10.1,1795,0.055,0.411,0.356,9.4,0.925,0.6,0.49,STABLE,-0.01,2.3,556,45,33.3
652,101,9/10/2013 6:12,2114,20.31,19.9,0.41,10.1,1912,0.055,0.435,0.38,9.4,0.904,0.6,0.49,STABLE,-0.01,2.29,5,0,32.9
653,101,9/10/2013 6:23,1848,20.31,19.95,0.36,10.2,1706,0.055,0.393,0.339,9.4,0.923,0.5,0.49,STABLE,0.01,2.3,20,0,32.8
654,101,9/10/2013 6:33,1837,20.31,19.95,0.36,10.2,1685,0.054,0.388,0.334,9.4,0.918,0.5,0.49,STABLE,0.01,2.31,321,3,32.4
655,101,9/10/2013 6:44,1925,20.31,19.93,0.37,10.2,1744,0.054,0.4,0.346,9.5,0.906,0.6,0.49,STABLE,-0.02,2.29,160,8,32.3
656,101,9/10/2013 6:54,2072,20.31,19.91,0.4,10.2,1865,0.054,0.424,0.37,9.5,0.9,0.6,0.49,STABLE,-0.01,2.28,341,3,32.3
657,101,9/10/2013 7:05,2693,20.31,19.78,0.53,10.2,2462,0.054,0.542,0.489,9.5,0.914,0.8,0.49,STABLE,0.02,2.3,145,15,32.7
658,101,9/10/2013 7:15,2668,20.31,19.79,0.52,10.3,2475,0.054,0.545,0.491,9.5,0.928,0.8,0.49,STABLE,0.13,2.43,178,20,33.4
659,101,9/10/2013 7:26,2634,20.31,19.79,0.52,10.3,2513,0.054,0.552,0.498,9.6,0.954,0.8,0.49,STABLE,0.08,2.51,278,39,33.8
660,101,9/10/2013 7:36,2245,20.31,19.87,0.44,10.3,2189,0.054,0.488,0.434,9.6,0.975,0.7,0.49,STABLE,-0.02,2.49,294,24,33.5
661,101,9/10/2013 7:47,1858,20.31,19.94,0.37,10.3,1787,0.054,0.408,0.355,9.6,0.962,0.5,0.49,STABLE,-0.01,2.48,116,3,33.3
662,101,9/10/2013 7:57,2056,20.31,19.91,0.4,10.4,1880,0.053,0.426,0.373,9.6,0.915,0.6,0.49,STABLE,0.02,2.5,136,2,33.1
663,101,9/10/2013 8:08,2121,20.31,19.9,0.41,10.4,1915,0.053,0.433,0.38,9.6,0.903,0.6,0.49,STABLE,0,2.5,135,1,32.9
664,101,9/10/2013 8:18,2015,20.31,19.92,0.39,10.4,1845,0.053,0.419,0.366,9.7,0.916,0.6,0.49,STABLE,-0.02,2.48,8,0,33
665,101,9/10/2013 8:29,2050,20.31,19.91,0.4,10.4,1866,0.053,0.424,0.37,9.7,0.91,0.6,0.49,STABLE,-0.01,2.47,280,2,33.2
666,101,9/10/2013 8:39,2074,20.31,19.91,0.4,10.4,1880,0.053,0.426,0.373,9.7,0.907,0.6,0.49,STABLE,0.01,2.48,187,2,33.1
667,101,9/10/2013 8:50,2292,20.31,19.86,0.45,10.5,2095,0.053,0.468,0.415,9.7,0.914,0.7,0.49,STABLE,0,2.48,142,1,33.5
668,101,9/10/2013 9:00,2005,20.31,19.92,0.39,10.5,1838,0.053,0.418,0.365,9.7,0.917,0.6,0.49,STABLE,-0.01,2.47,94,1,33.6
669,101,9/10/2013 9:11,2138,20.31,19.9,0.41,10.5,1902,0.053,0.431,0.377,9.8,0.89,0.6,0.49,STABLE,-0.01,2.46,173,0,33.5
670,101,9/10/2013 9:21,2234,20.31,19.88,0.43,10.5,2004,0.054,0.451,0.397,9.8,0.897,0.6,0.49,STABLE,0.01,2.47,153,0,33.7
671,101,9/10/2013 9:32,2874,20.31,19.75,0.56,10.6,2667,0.053,0.582,0.529,9.8,0.928,0.8,0.49,STABLE,0.08,2.55,219,7,34.1
672,101,9/10/2013 9:42,2773,20.31,19.76,0.54,10.6,2634,0.054,0.577,0.523,9.8,0.95,0.8,0.49,STABLE,0.21,2.76,257,44,34.4
673,101,9/10/2013 9:53,2394,20.31,19.83,0.48,10.6,2394,0.054,0.535,0.48,9.8,1,0.7,0.48,STABLE,0.02,2.78,340,69,34.1
674,101,9/10/2013 10:03,1919,20.31,19.93,0.38,10.6,1858,0.055,0.422,0.368,9.9,0.968,0.6,0.49,STABLE,0.02,2.8,400,3,34.2
675,101,9/10/2013 10:14,2124,20.31,19.9,0.41,10.7,1973,0.055,0.445,0.39,9.9,0.929,0.6,0.49,STABLE,0,2.8,105,0,34
676,101,9/10/2013 10:24,2092,20.32,19.91,0.41,10.7,1911,0.055,0.433,0.379,9.9,0.914,0.6,0.49,STABLE,-0.02,2.78,42,0,34.1
677,101,9/10/2013 10:35,2060,20.32,19.92,0.4,10.7,1915,0.055,0.434,0.379,9.9,0.93,0.6,0.49,STABLE,-0.01,2.77,38,1,33.7
678,101,9/10/2013 10:45,2085,20.32,19.91,0.41,10.7,1932,0.055,0.438,0.383,9.9,0.927,0.6,0.49,STABLE,0.01,2.78,207,2,33.9
679,101,9/10/2013 10:56,1948,20.32,19.94,0.38,10.7,1791,0.055,0.41,0.354,10,0.92,0.6,0.49,STABLE,0.01,2.79,104,2,33.7
680,101,9/10/2013 11:06,2021,20.32,19.93,0.39,10.8,1818,0.055,0.415,0.36,10,0.9,0.6,0.49,STABLE,-0.01,2.78,33,0,33.4
681,101,9/10/2013 11:17,2047,20.33,19.93,0.4,10.8,1823,0.055,0.416,0.361,10,0.891,0.6,0.49,STABLE,-0.01,2.77,65,0,33.2
682,101,9/10/2013 11:27,2176,20.33,19.91,0.42,10.8,1914,0.055,0.435,0.379,10,0.88,0.6,0.49,STABLE,-0.02,2.75,83,0,33.3
683,101,9/10/2013 11:38,2417,20.33,19.86,0.47,10.8,2180,0.056,0.489,0.434,10,0.902,0.7,0.49,STABLE,0.02,2.77,52,6,33.6
684,101,9/10/2013 11:48,2853,20.33,19.78,0.55,10.8,2587,0.057,0.569,0.513,10.1,0.907,0.8,0.49,STABLE,0.13,2.9,323,18,33.9
685,101,9/10/2013 11:59,2693,20.33,19.8,0.53,10.9,2516,0.059,0.557,0.498,10.1,0.934,0.8,0.49,DYNAMIC,0.12,3.02,229,33,33.9
686,101,9/10/2013 12:09,2541,20.33,19.82,0.51,10.9,2488,0.058,0.556,0.498,10.1,0.979,0.7,0.49,STABLE,0.14,3.16,409,111,33.5
687,101,9/10/2013 12:20,1866,20.32,19.95,0.37,10.9,1803,0.058,0.418,0.36,10.1,0.966,0.5,0.49,STABLE,-0.01,3.15,178,18,33.5
688,101,9/10/2013 12:30,2010,20.32,19.93,0.39,10.9,1857,0.057,0.426,0.368,10.2,0.924,0.6,0.49,STABLE,-0.01,3.14,74,0,33.4
689,101,9/10/2013 12:41,2100,20.32,19.91,0.41,11,1922,0.058,0.439,0.381,10.2,0.915,0.6,0.49,STABLE,0.01,3.15,95,0,33.3
690,101,9/10/2013 12:51,2106,20.31,19.9,0.41,11,1915,0.057,0.437,0.38,10.2,0.909,0.6,0.49,STABLE,0,3.15,164,24,33.4
691,101,9/10/2013 13:02,2147,20.31,19.89,0.42,11,1947,0.057,0.444,0.387,10.2,0.907,0.6,0.49,STABLE,-0.02,3.13,101,3,33.3
692,101,9/10/2013 13:12,2092,20.31,19.9,0.41,11,1912,0.057,0.437,0.38,10.2,0.914,0.6,0.49,STABLE,-0.01,3.12,162,6,33.2
693,101,9/10/2013 13:23,2151,20.31,19.89,0.42,11.1,1937,0.057,0.442,0.385,10.3,0.901,0.6,0.49,STABLE,0.01,3.13,87,4,33.2
694,101,9/10/2013 13:33,2103,20.31,19.9,0.41,11.1,1904,0.056,0.435,0.378,10.3,0.906,0.6,0.49,STABLE,0.01,3.14,59,0,33.2
695,101,9/10/2013 13:44,2589,20.31,19.8,0.51,11.1,2398,0.057,0.533,0.476,10.3,0.926,0.7,0.49,DYNAMIC,0.03,3.17,307,22,33.6
696,101,9/10/2013 13:54,2776,20.31,19.77,0.54,11.1,2587,0.057,0.57,0.514,10.3,0.932,0.8,0.49,DYNAMIC,0,3.17,376,12,33.7
697,101,9/10/2013 14:05,2798,20.31,19.76,0.55,11.2,2682,0.056,0.589,0.532,10.4,0.959,0.8,0.49,STABLE,0.33,3.5,333,72,33.7
698,101,9/10/2013 14:15,2147,20.31,19.89,0.42,11.2,2022,0.056,0.458,0.402,10.4,0.942,0.6,0.49,STABLE,-0.01,3.49,51,2,34.1
699,101,9/10/2013 14:26,2172,20.31,19.89,0.42,11.2,2006,0.057,0.455,0.399,10.4,0.924,0.6,0.49,STABLE,0,3.49,140,10,34.1
700,101,9/10/2013 14:36,2124,20.32,19.9,0.42,11.2,1976,0.056,0.449,0.392,10.4,0.93,0.6,0.49,STABLE,0.01,3.5,134,1,33.8
701,101,9/10/2013 14:47,2163,20.32,19.9,0.42,11.2,1994,0.057,0.451,0.394,10.4,0.922,0.6,0.49,STABLE,-0.01,3.49,83,3,33.9
702,101,9/10/2013 14:57,2152,20.31,19.89,0.42,11.3,1980,0.057,0.449,0.393,10.5,0.92,0.6,0.49,STABLE,-0.02,3.47,68,0,34
703,101,9/10/2013 15:08,2183,20.32,19.89,0.42,11.3,1989,0.057,0.451,0.394,10.5,0.911,0.6,0.49,STABLE,0.01,3.48,0,0,34.1
704,101,9/10/2013 15:18,2197,20.32,19.89,0.43,11.3,2000,0.057,0.453,0.396,10.5,0.91,0.6,0.49,STABLE,0.01,3.49,0,0,34
705,101,9/10/2013 15:29,2293,20.31,19.87,0.45,11.3,2083,0.056,0.469,0.413,10.5,0.909,0.7,0.49,STABLE,-0.01,3.48,201,2,34
706,101,9/10/2013 15:39,2035,20.31,19.92,0.4,11.4,1863,0.056,0.427,0.37,10.5,0.916,0.6,0.49,STABLE,-0.01,3.47,145,0,34.1
707,101,9/10/2013 15:50,2692,20.32,19.79,0.53,11.4,2487,0.057,0.551,0.494,10.6,0.924,0.8,0.49,STABLE,-0.01,3.46,352,14,33.9
708,101,9/10/2013 16:00,2847,20.32,19.76,0.56,11.4,2646,0.057,0.583,0.526,10.6,0.93,0.8,0.49,DYNAMIC,0.01,3.47,192,4,34.2
709,101,9/10/2013 16:11,2830,20.32,19.77,0.56,11.4,2701,0.057,0.592,0.535,10.6,0.955,0.8,0.49,STABLE,0.33,3.8,304,36,33.8
710,101,9/10/2013 16:21,2128,20.33,19.91,0.42,11.5,2022,0.057,0.458,0.401,10.6,0.95,0.6,0.49,STABLE,0,3.8,355,50,34
711,101,9/10/2013 16:32,2147,20.32,19.91,0.42,11.5,1996,0.057,0.453,0.396,10.7,0.93,0.6,0.49,STABLE,-0.01,3.79,72,0,34.3
712,101,9/10/2013 16:42,2223,20.32,19.89,0.43,11.5,2042,0.057,0.462,0.405,10.7,0.918,0.6,0.49,STABLE,-0.02,3.77,214,1,34.2
713,101,9/10/2013 16:53,2103,20.32,19.91,0.41,11.5,1953,0.056,0.444,0.388,10.7,0.929,0.6,0.49,STABLE,0,3.77,217,2,34
714,101,9/10/2013 17:03,2578,20.32,19.82,0.5,11.6,2412,0.056,0.533,0.477,10.7,0.936,0.7,0.49,STABLE,0,3.77,450,22,33.9
715,101,9/10/2013 17:14,2827,20.32,19.76,0.55,11.6,2688,0.056,0.589,0.533,10.7,0.951,0.8,0.49,STABLE,0.03,3.8,325,20,34
716,101,9/10/2013 17:24,2367,20.31,19.85,0.46,11.6,2220,0.056,0.495,0.438,10.8,0.938,0.7,0.49,STABLE,0.09,3.89,148,18,34
717,101,9/10/2013 17:35,2129,20.32,19.9,0.41,11.6,1951,0.057,0.443,0.386,10.8,0.916,0.6,0.49,STABLE,-0.02,3.87,78,0,33.8
718,101,9/10/2013 17:45,2318,20.31,19.86,0.45,11.7,2076,0.057,0.469,0.412,10.8,0.896,0.7,0.49,STABLE,-0.01,3.86,178,0,33.7
719,101,9/10/2013 17:56,2813,20.31,19.76,0.55,11.7,2585,0.057,0.569,0.513,10.8,0.919,0.8,0.49,STABLE,-0.01,3.85,258,10,33.9
720,101,9/10/2013 18:06,2954,20.31,19.73,0.58,11.7,2785,0.056,0.608,0.552,10.9,0.943,0.9,0.49,STABLE,0.16,4.01,286,26,34.5
721,101,9/10/2013 18:17,3010,20.31,19.72,0.59,11.7,2859,0.056,0.622,0.566,10.9,0.95,0.9,0.49,DYNAMIC,0.1,4.11,261,27,34.7
722,101,9/10/2013 18:27,3524,20.31,19.62,0.69,11.8,3385,0.057,0.726,0.67,10.9,0.96,1,0.49,STABLE,0.16,4.27,371,133,34.6
723,101,9/10/2013 18:38,3116,20.31,19.69,0.61,11.8,3022,0.057,0.655,0.598,11,0.97,0.9,0.49,STABLE,0.07,4.34,824,405,35.5
724,101,9/10/2013 18:48,2624,20.31,19.79,0.52,11.8,2552,0.057,0.562,0.505,11,0.972,0.8,0.49,STABLE,0,4.34,368,72,35.2
725,101,9/10/2013 18:59,1888,20.3,19.93,0.37,11.9,1856,0.057,0.425,0.367,11,0.983,0.6,0.49,STABLE,-0.01,4.33,193,14,34.9
726,101,9/10/2013 19:09,2123,20.3,19.89,0.41,11.9,1949,0.057,0.444,0.386,11,0.918,0.6,0.49,STABLE,-0.01,4.32,59,0,34.4
727,101,9/10/2013 19:20,2233,20.3,19.87,0.43,11.9,2008,0.057,0.455,0.398,11.1,0.899,0.6,0.49,STABLE,-0.01,4.31,160,0,34.2
728,101,9/10/2013 19:30,2639,20.3,19.79,0.52,11.9,2434,0.057,0.541,0.483,11.1,0.923,0.8,0.49,STABLE,-0.01,4.3,311,47,34.1
729,101,9/10/2013 19:41,3160,20.3,19.68,0.62,12,2944,0.057,0.642,0.584,11.1,0.932,0.9,0.49,STABLE,0.15,4.45,124,27,34.4
730,101,9/10/2013 19:51,3430,20.3,19.63,0.67,12,3272,0.057,0.707,0.649,11.1,0.954,1,0.49,STABLE,0.11,4.56,479,187,34.6
731,101,9/10/2013 20:02,3082,20.3,19.69,0.61,12,2967,0.057,0.646,0.589,11.2,0.963,0.9,0.49,STABLE,0.11,4.67,409,83,34.9
732,101,9/10/2013 20:12,2453,20.3,19.82,0.48,12.1,2395,0.057,0.532,0.475,11.2,0.977,0.7,0.49,STABLE,0.01,4.68,385,16,34.5
733,101,9/10/2013 20:23,2012,20.3,19.91,0.39,12.1,1898,0.057,0.434,0.377,11.2,0.943,0.6,0.49,STABLE,-0.01,4.67,95,0,34.3
734,101,9/10/2013 20:33,2253,20.3,19.86,0.44,12.1,2062,0.057,0.467,0.409,11.2,0.915,0.6,0.49,STABLE,0,4.67,148,0,34
735,101,9/10/2013 20:44,3078,20.3,19.7,0.6,12.1,2937,0.057,0.637,0.58,11.3,0.954,0.9,0.49,STABLE,-0.01,4.66,405,73,34
736,101,9/10/2013 20:54,2365,20.3,19.84,0.46,12.2,2233,0.057,0.499,0.442,11.3,0.944,0.7,0.49,STABLE,0,4.66,82,9,34.8
737,101,9/10/2013 21:05,2939,20.31,19.73,0.57,12.2,2691,0.057,0.59,0.533,11.3,0.916,0.8,0.49,DYNAMIC,0,4.66,226,67,35.1
738,101,9/10/2013 21:15,3234,20.31,19.67,0.63,12.2,3018,0.057,0.654,0.597,11.3,0.933,0.9,0.49,DYNAMIC,0.1,4.76,698,164,34.1
739,101,9/10/2013 21:26,3065,20.3,19.7,0.6,12.2,2968,0.058,0.645,0.587,11.4,0.968,0.9,0.49,STABLE,0.33,5.09,394,107,34.3
740,101,9/10/2013 21:36,2703,20.3,19.77,0.53,12.3,2617,0.058,0.575,0.518,11.4,0.968,0.8,0.49,STABLE,0.07,5.16,201,27,34.9
741,101,9/10/2013 21:47,2009,20.3,19.91,0.39,12.3,1919,0.058,0.438,0.38,11.4,0.955,0.6,0.49,STABLE,-0.01,5.15,267,1,34.9
742,101,9/10/2013 21:57,2465,20.3,19.82,0.48,12.3,2348,0.058,0.523,0.465,11.4,0.952,0.7,0.49,STABLE,-0.01,5.14,161,26,34.3
743,101,9/10/2013 22:08,2262,20.3,19.86,0.44,12.3,2074,0.058,0.469,0.411,11.5,0.917,0.7,0.49,STABLE,0,5.14,10,2,34.2
744,101,9/10/2013 22:18,2320,20.3,19.85,0.45,12.4,2088,0.058,0.472,0.414,11.5,0.9,0.7,0.49,STABLE,0,5.14,94,1,34.3
745,101,9/10/2013 22:29,2330,20.3,19.85,0.45,12.4,2112,0.058,0.477,0.419,11.5,0.907,0.7,0.49,STABLE,-0.02,5.12,199,0,34.4
746,101,9/10/2013 22:39,3089,20.3,19.7,0.6,12.4,2849,0.058,0.623,0.565,11.5,0.922,0.9,0.49,DYNAMIC,0.02,5.14,243,37,34.7
747,101,9/10/2013 22:50,3227,20.3,19.67,0.63,12.4,3088,0.058,0.671,0.613,11.6,0.957,0.9,0.49,DYNAMIC,0.17,5.31,342,75,35.1
748,101,9/10/2013 23:00,3228,20.3,19.67,0.64,12.5,3151,0.059,0.684,0.625,11.6,0.976,0.9,0.49,DYNAMIC,0.2,5.51,233,30,34.5
749,101,9/10/2013 23:11,3076,20.3,19.7,0.61,12.5,3021,0.059,0.655,0.597,11.6,0.982,0.9,0.49,DYNAMIC,0.16,5.67,255,50,34.7
750,101,9/10/2013 23:21,2780,20.3,19.75,0.55,12.5,2777,0.058,0.608,0.55,11.7,0.999,0.8,0.49,STABLE,0.06,5.73,473,148,34.7
751,101,9/10/2013 23:32,2253,20.3,19.86,0.45,12.6,2226,0.058,0.5,0.441,11.7,0.988,0.7,0.49,STABLE,0,5.73,91,15,34.6
752,101,9/10/2013 23:42,2057,20.3,19.9,0.4,12.6,1954,0.058,0.445,0.387,11.7,0.95,0.6,0.49,STABLE,0,5.73,62,0,33.9
753,101,9/10/2013 23:53,2024,20.3,19.91,0.39,12.6,1859,0.058,0.426,0.369,11.7,0.918,0.6,0.49,STABLE,0,5.73,223,6,33.7
754,101,9/11/2013 0:03,2231,20.31,19.87,0.43,12.6,2000,0.058,0.454,0.396,11.7,0.897,0.6,0.49,STABLE,0,5.73,90,10,33.5
755,101,9/11/2013 0:14,2107,20.3,19.89,0.41,12.7,1932,0.058,0.44,0.382,11.8,0.917,0.6,0.49,STABLE,0.01,5.74,187,8,33.4
756,101,9/11/2013 0:24,2333,20.31,19.86,0.45,12.7,2071,0.058,0.468,0.41,11.8,0.888,0.7,0.49,STABLE,0,5.74,529,41,33.4
757,101,9/11/2013 0:35,2424,20.3,19.83,0.47,12.7,2173,0.058,0.488,0.43,11.8,0.896,0.7,0.49,STABLE,-0.01,5.73,184,18,33.6
758,101,9/11/2013 0:45,2035,20.3,19.91,0.4,12.7,1842,0.058,0.423,0.365,11.8,0.905,0.6,0.49,STABLE,0,5.73,171,3,33.8
759,101,9/11/2013 0:56,2394,20.3,19.84,0.47,12.7,2177,0.058,0.489,0.431,11.8,0.909,0.7,0.49,STABLE,-0.01,5.72,118,22,33.7
760,101,9/11/2013 1:06,3131,20.3,19.69,0.61,12.8,2913,0.058,0.635,0.578,11.9,0.93,0.9,0.49,DYNAMIC,0.02,5.74,346,76,34.3
761,101,9/11/2013 1:17,3265,20.31,19.67,0.64,12.8,3086,0.057,0.669,0.612,11.9,0.945,0.9,0.49,DYNAMIC,0.15,5.89,269,52,34.5
762,101,9/11/2013 1:27,3291,20.31,19.66,0.65,12.8,3193,0.057,0.691,0.633,11.9,0.97,1,0.49,STABLE,0.28,6.17,768,168,33.9
763,101,9/11/2013 1:38,2995,20.31,19.72,0.59,12.9,2880,0.057,0.629,0.571,12,0.962,0.9,0.49,STABLE,0.01,6.18,379,97,34.5
764,101,9/11/2013 1:48,2498,20.31,19.81,0.49,12.9,2471,0.058,0.548,0.49,12,0.989,0.7,0.49,STABLE,-0.01,6.17,776,81,34.6
765,101,9/11/2013 1:59,1943,20.31,19.93,0.38,12.9,1817,0.058,0.419,0.361,12,0.935,0.6,0.49,STABLE,0,6.17,174,2,34.4
766,101,9/11/2013 2:09,2059,20.31,19.9,0.4,12.9,1891,0.058,0.434,0.376,12,0.918,0.6,0.49,STABLE,-0.01,6.16,98,21,33.9
767,101,9/11/2013 2:20,2237,20.31,19.87,0.43,13,1984,0.058,0.452,0.394,12.1,0.887,0.6,0.49,STABLE,0,6.16,188,24,33.9
768,101,9/11/2013 2:30,2321,20.31,19.86,0.45,13,2063,0.058,0.467,0.409,12.1,0.889,0.7,0.49,STABLE,0.01,6.17,451,52,34.1
769,101,9/11/2013 2:41,2705,20.31,19.78,0.52,13,2429,0.058,0.539,0.481,12.1,0.898,0.8,0.49,STABLE,0.01,6.18,542,23,34.2
770,101,9/11/2013 2:51,3254,20.3,19.67,0.63,13,3037,0.058,0.658,0.6,12.1,0.933,0.9,0.49,DYNAMIC,0.11,6.29,246,41,34.6
771,101,9/11/2013 3:02,3310,20.3,19.65,0.65,13.1,3201,0.058,0.69,0.632,12.2,0.967,1,0.49,STABLE,0.17,6.46,182,36,34.6
772,101,9/11/2013 3:12,3124,20.3,19.69,0.62,13.1,3065,0.058,0.665,0.607,12.2,0.981,0.9,0.49,STABLE,0.12,6.58,375,45,34.9
773,101,9/11/2013 3:23,3061,20.3,19.7,0.6,13.1,2984,0.058,0.649,0.591,12.2,0.975,0.9,0.49,STABLE,0.08,6.66,191,32,34.9
774,101,9/11/2013 3:33,3173,20.3,19.68,0.63,13.2,3130,0.058,0.678,0.62,12.3,0.987,0.9,0.49,STABLE,0.24,6.9,471,50,34.8
775,101,9/11/2013 3:44,3087,20.3,19.69,0.61,13.2,3054,0.058,0.663,0.605,12.3,0.989,0.9,0.49,STABLE,0.05,6.95,389,79,34.7
776,101,9/11/2013 3:54,2666,20.3,19.78,0.53,13.2,2669,0.058,0.587,0.529,12.3,1.001,0.8,0.49,STABLE,-0.01,6.94,397,36,35.1
777,101,9/11/2013 4:05,1968,20.31,19.92,0.39,13.3,1926,0.058,0.44,0.382,12.3,0.979,0.6,0.49,STABLE,-0.01,6.93,83,6,35
778,101,9/11/2013 4:15,2069,20.31,19.9,0.4,13.3,1913,0.058,0.438,0.38,12.4,0.924,0.6,0.49,STABLE,0,6.93,78,4,34.6
779,101,9/11/2013 4:26,2286,20.3,19.86,0.45,13.3,2104,0.058,0.476,0.418,12.4,0.92,0.7,0.49,STABLE,-0.01,6.92,202,4,34.4
780,101,9/11/2013 4:36,2292,20.3,19.86,0.45,13.3,2124,0.058,0.48,0.422,12.4,0.927,0.7,0.49,STABLE,0,6.92,474,18,34.4
781,101,9/11/2013 4:47,2598,20.3,19.79,0.51,13.4,2426,0.058,0.539,0.481,12.4,0.934,0.8,0.49,STABLE,0,6.92,538,14,34.5
782,101,9/11/2013 4:57,3215,20.3,19.67,0.63,13.4,3067,0.058,0.667,0.609,12.4,0.954,0.9,0.49,STABLE,0.1,7.02,213,31,35.2
783,101,9/11/2013 5:08,3275,20.3,19.66,0.65,13.4,3179,0.058,0.689,0.631,12.5,0.971,1,0.49,DYNAMIC,0.15,7.17,509,73,35.2
784,101,9/11/2013 5:18,3281,20.31,19.66,0.65,13.4,3218,0.058,0.696,0.638,12.5,0.981,1,0.49,STABLE,0.37,7.54,738,119,34.4
785,101,9/11/2013 5:29,2829,20.31,19.74,0.56,13.5,2843,0.058,0.622,0.564,12.5,1.005,0.8,0.49,STABLE,0.02,7.56,464,139,34.7
786,101,9/11/2013 5:39,2326,20.3,19.84,0.46,13.5,2302,0.058,0.514,0.456,12.6,0.99,0.7,0.49,STABLE,0,7.56,214,16,34.3
787,101,9/11/2013 5:50,1970,20.3,19.92,0.39,13.5,1881,0.058,0.431,0.373,12.6,0.955,0.6,0.49,STABLE,0,7.56,0,0,33.8
788,101,9/11/2013 6:00,2060,20.3,19.9,0.4,13.5,1910,0.058,0.437,0.379,12.6,0.927,0.6,0.49,STABLE,-0.01,7.55,40,1,33.6
789,101,9/11/2013 6:11,2143,20.31,19.89,0.42,13.6,1963,0.058,0.448,0.39,12.6,0.916,0.6,0.49,STABLE,-0.01,7.54,167,17,33.7
790,101,9/11/2013 6:21,2128,20.31,19.89,0.42,13.6,1949,0.057,0.445,0.387,12.6,0.916,0.6,0.49,STABLE,-0.01,7.53,145,15,33.7
791,101,9/11/2013 6:32,2131,20.31,19.89,0.42,13.6,1967,0.057,0.451,0.393,12.7,0.923,0.6,0.49,STABLE,0,7.53,56,3,33.5
792,101,9/11/2013 6:42,2198,20.31,19.88,0.43,13.6,2005,0.057,0.455,0.397,12.7,0.912,0.6,0.49,STABLE,0.01,7.54,39,3,33.3
793,101,9/11/2013 6:53,2228,20.31,19.88,0.43,13.7,2010,0.057,0.456,0.398,12.7,0.902,0.6,0.49,STABLE,0,7.54,30,0,33.3
794,101,9/11/2013 7:03,2282,20.31,19.86,0.45,13.7,2109,0.057,0.475,0.418,12.7,0.924,0.7,0.49,STABLE,-0.02,7.52,103,0,33.4
795,101,9/11/2013 7:14,2882,20.31,19.74,0.57,13.7,2713,0.057,0.596,0.539,12.8,0.941,0.8,0.49,STABLE,-0.01,7.51,256,50,33.8
796,101,9/11/2013 7:24,2436,20.31,19.83,0.48,13.7,2403,0.057,0.534,0.477,12.8,0.986,0.7,0.49,STABLE,0,7.51,488,73,34.3
797,101,9/11/2013 7:35,1902,20.31,19.93,0.38,13.8,1886,0.057,0.431,0.374,12.8,0.991,0.6,0.49,STABLE,0.01,7.52,454,33,34.1
798,101,9/11/2013 7:45,1817,20.31,19.95,0.36,13.8,1729,0.057,0.4,0.343,12.8,0.952,0.5,0.49,STABLE,-0.01,7.51,151,10,33.4
799,101,9/11/2013 7:56,2174,20.31,19.89,0.42,13.8,1941,0.057,0.443,0.386,12.8,0.893,0.6,0.49,STABLE,-0.01,7.5,129,1,33.2
800,101,9/11/2013 8:06,1968,20.31,19.93,0.38,13.8,1770,0.057,0.41,0.352,12.9,0.9,0.6,0.49,STABLE,-0.01,7.49,311,18,33.2
801,101,9/11/2013 8:17,2202,20.31,19.88,0.43,13.8,1940,0.057,0.443,0.386,12.9,0.881,0.6,0.49,STABLE,0,7.49,147,9,33.2
802,101,9/11/2013 8:27,2311,20.31,19.86,0.45,13.9,2083,0.057,0.471,0.414,12.9,0.902,0.7,0.49,STABLE,0.01,7.5,136,13,33.5
803,101,9/11/2013 8:38,2980,20.31,19.73,0.58,13.9,2710,0.057,0.595,0.538,12.9,0.909,0.9,0.49,DYNAMIC,0,7.5,128,4,34.3
804,101,9/11/2013 8:48,3028,20.31,19.72,0.6,13.9,2848,0.057,0.624,0.567,13,0.941,0.9,0.49,STABLE,0.21,7.71,119,21,35
805,101,9/11/2013 8:59,2568,20.32,19.81,0.51,13.9,2512,0.058,0.557,0.5,13,0.978,0.8,0.49,STABLE,0.1,7.81,382,63,34.7
806,101,9/11/2013 9:09,1805,20.32,19.96,0.36,14,1774,0.058,0.411,0.353,13,0.983,0.5,0.49,STABLE,0.01,7.82,126,3,34.4
807,101,9/11/2013 9:20,2040,20.32,19.92,0.4,14,1917,0.058,0.439,0.381,13,0.94,0.6,0.49,STABLE,0,7.82,75,5,34.1
