INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP
162,101,9/6/2013 16:27,1549,20.32,20.02,0.3,1.7,1291,0.049,0.305,0.255,1.5,0.834,0.4,0.49,OUT OF SERVICE,0,-11.21,429,177,36.3
163,101,9/6/2013 16:38,1648,20.31,19.99,0.32,1.7,1456,0.059,0.347,0.289,1.6,0.883,0.5,0.49,STABLE,0,-11.21,208,44,36.9
164,101,9/6/2013 16:48,1124,20.32,20.1,0.22,1.7,953,0.055,0.244,0.189,1.6,0.848,0.3,0.49,STABLE,-0.07,-11.28,148,43,37
165,101,9/6/2013 16:59,908,20.32,20.15,0.17,1.7,750,0.054,0.201,0.148,1.6,0.827,0.3,0.49,STABLE,0.03,-11.25,76,8,36.5
166,101,9/6/2013 17:09,826,20.32,20.16,0.16,1.7,678,0.053,0.187,0.134,1.6,0.82,0.2,0.49,STABLE,0.14,-11.11,40,10,36.1
167,101,9/6/2013 17:20,1393,20.32,20.05,0.27,1.8,1277,0.053,0.305,0.252,1.6,0.917,0.4,0.49,STABLE,0,-11.11,390,77,36.1
168,101,9/6/2013 17:30,1127,20.32,20.1,0.22,1.8,963,0.053,0.244,0.19,1.6,0.855,0.3,0.49,STABLE,0.02,-11.09,144,35,36.3
169,101,9/6/2013 17:41,918,20.32,20.14,0.18,1.8,769,0.053,0.206,0.153,1.6,0.838,0.3,0.49,STABLE,0,-11.09,24,5,36.3
170,101,9/6/2013 17:51,831,20.32,20.16,0.16,1.8,725,0.053,0.197,0.144,1.6,0.873,0.2,0.49,STABLE,0.01,-11.08,27,12,36.2
171,101,9/6/2013 18:02,867,20.32,20.15,0.17,1.8,713,0.053,0.195,0.142,1.6,0.823,0.2,0.49,STABLE,0,-11.08,41,16,36.1
172,101,9/6/2013 18:12,1386,20.31,20.04,0.27,1.8,1249,0.054,0.301,0.247,1.6,0.901,0.4,0.49,STABLE,0,-11.08,387,121,36.1
173,101,9/6/2013 18:23,1107,20.31,20.1,0.21,1.8,934,0.054,0.239,0.185,1.6,0.844,0.3,0.49,STABLE,-0.02,-11.1,206,30,36.4
174,101,9/6/2013 18:33,906,20.31,20.14,0.17,1.8,766,0.054,0.206,0.152,1.7,0.845,0.3,0.49,STABLE,0.03,-11.07,54,12,36.4
175,101,9/6/2013 18:44,1187,20.31,20.08,0.23,1.8,1072,0.054,0.267,0.213,1.7,0.903,0.3,0.49,STABLE,0.04,-11.03,136,42,36.3
176,101,9/6/2013 18:54,1009,20.31,20.12,0.19,1.9,852,0.053,0.221,0.168,1.7,0.844,0.3,0.49,STABLE,0,-11.03,38,7,36.5
177,101,9/6/2013 19:05,995,20.31,20.12,0.19,1.9,863,0.053,0.224,0.171,1.7,0.867,0.3,0.49,STABLE,0,-11.03,43,11,36.4
178,101,9/6/2013 19:15,951,20.31,20.13,0.18,1.9,803,0.053,0.212,0.159,1.7,0.844,0.3,0.49,STABLE,0.01,-11.02,44,12,36.4
179,101,9/6/2013 19:26,1161,20.31,20.09,0.22,1.9,1007,0.053,0.252,0.199,1.7,0.867,0.3,0.49,STABLE,0.02,-11,126,46,36.4
180,101,9/6/2013 19:36,982,20.31,20.12,0.19,1.9,841,0.053,0.219,0.166,1.7,0.856,0.3,0.49,DYNAMIC,-1.62,-12.62,26,9,36.3
181,101,9/6/2013 19:47,999,20.31,20.12,0.19,1.9,894,0.053,0.23,0.177,1.7,0.894,0.3,0.49,STABLE,1.63,-10.99,118,26,36.1
182,101,9/6/2013 19:57,884,20.31,20.14,0.17,1.9,732,0.053,0.198,0.145,1.7,0.828,0.2,0.49,STABLE,0,-10.99,23,7,36.1
183,101,9/6/2013 20:08,882,20.31,20.14,0.17,1.9,723,0.053,0.196,0.143,1.7,0.819,0.2,0.49,STABLE,0,-10.99,130,1,36.2
184,101,9/6/2013 20:18,964,20.31,20.12,0.18,1.9,790,0.053,0.209,0.156,1.7,0.819,0.3,0.49,STABLE,-0.07,-11.06,46,9,36.4
185,101,9/6/2013 20:29,920,20.31,20.13,0.18,1.9,775,0.053,0.207,0.153,1.8,0.842,0.3,0.49,STABLE,0.02,-11.04,48,6,36.5
186,101,9/6/2013 20:39,892,20.31,20.14,0.17,2,728,0.054,0.198,0.144,1.8,0.816,0.3,0.49,DYNAMIC,0.09,-10.95,62,6,36.4
187,101,9/6/2013 20:50,1251,20.31,20.07,0.24,2,1105,0.055,0.273,0.219,1.8,0.883,0.4,0.49,STABLE,0.05,-10.9,269,80,36.4
188,101,9/6/2013 21:00,1417,20.31,20.04,0.28,2,1280,0.056,0.31,0.253,1.8,0.903,0.4,0.49,STABLE,0,-10.9,621,304,36.8
189,101,9/6/2013 21:11,1310,20.31,20.06,0.25,2,1120,0.057,0.279,0.222,1.8,0.855,0.4,0.49,STABLE,0.04,-10.86,141,65,36.7
190,101,9/6/2013 21:21,1404,20.31,20.04,0.27,2,1262,0.055,0.305,0.25,1.8,0.898,0.4,0.49,STABLE,-0.01,-10.87,472,203,36.8
191,101,9/6/2013 21:32,1283,20.31,20.06,0.25,2,1101,0.057,0.275,0.218,1.8,0.858,0.4,0.49,DYNAMIC,0.01,-10.86,343,142,36.7
192,101,9/6/2013 21:42,1270,20.31,20.06,0.25,2,1079,0.057,0.272,0.215,1.8,0.85,0.4,0.49,STABLE,0.03,-10.83,303,132,36.5
193,101,9/6/2013 21:53,1196,20.31,20.08,0.23,2,1055,0.057,0.266,0.209,1.8,0.882,0.3,0.49,STABLE,0.05,-10.78,191,86,36.6
194,101,9/6/2013 22:03,1035,20.31,20.11,0.2,2.1,882,0.061,0.236,0.175,1.9,0.853,0.3,0.49,STABLE,0,-10.78,114,37,36.2
195,101,9/6/2013 22:14,892,20.31,20.13,0.17,2.1,786,0.056,0.212,0.156,1.9,0.881,0.3,0.49,STABLE,0.01,-10.77,88,1,36.3
196,101,9/6/2013 22:24,875,20.31,20.14,0.17,2.1,755,0.06,0.21,0.15,1.9,0.863,0.2,0.49,STABLE,0,-10.77,14,5,36.2
197,101,9/6/2013 22:35,841,20.3,20.14,0.16,2.1,712,0.056,0.197,0.141,1.9,0.847,0.2,0.49,STABLE,0,-10.77,3,0,36.1
198,101,9/6/2013 22:45,996,20.31,20.11,0.19,2.1,871,0.055,0.228,0.173,1.9,0.875,0.3,0.49,STABLE,0.01,-10.76,180,66,36.1
199,101,9/6/2013 22:56,879,20.3,20.13,0.17,2.1,752,0.055,0.204,0.149,1.9,0.856,0.2,0.49,STABLE,0,-10.76,27,2,36.1
200,101,9/6/2013 23:06,871,20.3,20.14,0.17,2.1,721,0.062,0.205,0.143,1.9,0.828,0.2,0.49,STABLE,0,-10.76,70,42,36
201,101,9/6/2013 23:17,1327,20.31,20.05,0.26,2.1,1214,0.06,0.301,0.241,1.9,0.915,0.4,0.49,DYNAMIC,0.02,-10.74,319,100,36
202,101,9/6/2013 23:27,1175,20.3,20.08,0.23,2.1,1012,0.055,0.255,0.2,1.9,0.861,0.3,0.49,DYNAMIC,-10.53,-21.27,5,1,36.2
203,101,9/6/2013 23:38,1285,20.3,20.05,0.25,2.1,1167,0.054,0.286,0.231,1.9,0.908,0.4,0.49,STABLE,10.58,-10.69,312,140,36.2
204,101,9/6/2013 23:48,1365,20.3,20.04,0.26,2.2,1212,0.054,0.295,0.24,1.9,0.888,0.4,0.49,STABLE,0.02,-10.67,495,246,36.2
205,101,9/6/2013 23:59,1435,20.3,20.02,0.28,2.2,1317,0.054,0.315,0.261,2,0.918,0.4,0.49,STABLE,0.02,-10.65,646,380,36.3
206,101,9/7/2013 0:09,1853,20.3,19.94,0.36,2.2,1699,0.055,0.391,0.336,2,0.917,0.5,0.49,STABLE,0,-10.65,1385,625,37.1
207,101,9/7/2013 0:20,1748,20.3,19.97,0.33,2.2,1401,0.055,0.334,0.28,2,0.802,0.5,0.49,STABLE,0.07,-10.58,934,454,37.4
208,101,9/7/2013 0:30,1734,20.3,19.97,0.33,2.2,1456,0.053,0.342,0.288,2,0.84,0.5,0.49,DYNAMIC,-0.24,-10.82,555,201,37.4
209,101,9/7/2013 0:41,1850,20.3,19.94,0.36,2.2,1736,0.055,0.398,0.344,2,0.938,0.5,0.49,STABLE,0.49,-10.33,745,377,37.5
210,101,9/7/2013 0:51,1804,20.3,19.95,0.35,2.3,1694,0.055,0.39,0.335,2,0.939,0.5,0.49,DYNAMIC,0.18,-10.15,339,122,37.3
211,101,9/7/2013 1:02,1705,20.3,19.97,0.33,2.3,1624,0.054,0.376,0.322,2.1,0.952,0.5,0.49,DYNAMIC,0.06,-10.09,498,252,37.4
212,101,9/7/2013 1:12,1702,20.3,19.97,0.33,2.3,1622,0.054,0.375,0.322,2.1,0.953,0.5,0.49,STABLE,0.21,-9.88,357,97,37.3
213,101,9/7/2013 1:23,1771,20.3,19.95,0.35,2.3,1722,0.054,0.399,0.345,2.1,0.972,0.5,0.48,STABLE,0.05,-9.83,597,255,37.2
214,101,9/7/2013 1:33,1701,20.3,19.97,0.34,2.3,1568,0.054,0.368,0.314,2.1,0.922,0.5,0.49,DYNAMIC,0.06,-9.77,650,223,37.3
215,101,9/7/2013 1:44,1458,20.3,20.02,0.29,2.4,1374,0.054,0.326,0.272,2.1,0.942,0.4,0.49,DYNAMIC,-7.43,-17.2,103,9,37.5
216,101,9/7/2013 1:54,1524,20.3,20,0.3,2.4,1516,0.053,0.354,0.301,2.1,0.995,0.4,0.49,STABLE,7.67,-9.53,110,35,37.3
217,101,9/7/2013 2:05,1475,20.3,20.01,0.29,2.4,1413,0.053,0.333,0.279,2.1,0.958,0.4,0.49,STABLE,0.07,-9.46,514,86,37.3
218,101,9/7/2013 2:15,1533,20.3,20,0.3,2.4,1498,0.054,0.349,0.296,2.2,0.977,0.4,0.49,STABLE,0.1,-9.36,358,105,37.4
219,101,9/7/2013 2:26,1227,20.3,20.06,0.24,2.4,1172,0.053,0.286,0.232,2.2,0.955,0.4,0.49,STABLE,0,-9.36,245,17,37.2
220,101,9/7/2013 2:36,1151,20.3,20.07,0.23,2.4,1124,0.053,0.278,0.225,2.2,0.976,0.3,0.49,STABLE,0,-9.36,155,33,37.2
221,101,9/7/2013 2:47,1598,20.3,19.98,0.32,2.4,1587,0.053,0.367,0.314,2.2,0.993,0.5,0.49,STABLE,0.11,-9.25,454,129,37
222,101,9/7/2013 2:57,1528,20.3,20,0.3,2.5,1505,0.053,0.352,0.299,2.2,0.985,0.4,0.49,STABLE,0.11,-9.14,326,136,37.2
223,101,9/7/2013 3:08,1390,20.3,20.03,0.27,2.5,1340,0.054,0.32,0.266,2.2,0.964,0.4,0.49,STABLE,0.11,-9.03,179,84,37.1
224,101,9/7/2013 3:18,1178,20.3,20.07,0.23,2.5,1122,0.055,0.277,0.222,2.2,0.953,0.3,0.49,STABLE,0,-9.03,16,8,37.3
225,101,9/7/2013 3:29,1372,20.3,20.03,0.27,2.5,1373,0.057,0.329,0.272,2.3,1.001,0.4,0.49,STABLE,0,-9.03,533,110,37.1
226,101,9/7/2013 3:39,1262,20.3,20.05,0.25,2.5,1196,0.053,0.29,0.237,2.3,0.948,0.4,0.49,STABLE,-0.01,-9.04,280,61,37
227,101,9/7/2013 3:50,1082,20.3,20.09,0.21,2.5,1039,0.053,0.259,0.206,2.3,0.96,0.3,0.49,STABLE,0,-9.04,18,6,37.1
228,101,9/7/2013 4:00,1582,20.3,19.99,0.31,2.5,1529,0.052,0.355,0.304,2.3,0.967,0.5,0.49,DYNAMIC,-0.05,-9.09,517,154,36.8
229,101,9/7/2013 4:11,1295,20.3,20.05,0.25,2.5,1200,0.052,0.29,0.238,2.3,0.927,0.4,0.49,STABLE,0.15,-8.94,176,12,37.2
230,101,9/7/2013 4:21,1387,20.3,20.02,0.28,2.6,1390,0.051,0.327,0.276,2.3,1.003,0.4,0.49,DYNAMIC,-1.29,-10.23,403,115,37
231,101,9/7/2013 4:32,1560,20.3,19.99,0.31,2.6,1553,0.052,0.359,0.308,2.3,0.995,0.5,0.49,STABLE,1.53,-8.7,235,72,37.2
232,101,9/7/2013 4:42,1385,20.3,20.03,0.27,2.6,1320,0.052,0.313,0.261,2.4,0.953,0.4,0.49,STABLE,0,-8.7,171,27,37.2
233,101,9/7/2013 4:53,1162,20.3,20.07,0.23,2.6,1139,0.052,0.277,0.226,2.4,0.98,0.3,0.49,STABLE,-0.01,-8.71,68,9,37.4
234,101,9/7/2013 5:03,1434,20.3,20.01,0.28,2.6,1408,0.052,0.33,0.279,2.4,0.982,0.4,0.49,STABLE,0.21,-8.5,167,15,37.3
235,101,9/7/2013 5:14,1708,20.3,19.96,0.34,2.6,1725,0.052,0.395,0.343,2.4,1.01,0.5,0.49,STABLE,-0.01,-8.51,579,207,37.3
236,101,9/7/2013 5:24,1260,20.3,20.05,0.25,2.6,1185,0.052,0.287,0.235,2.4,0.94,0.4,0.49,STABLE,0.03,-8.48,71,14,37.3
237,101,9/7/2013 5:35,1083,20.29,20.08,0.21,2.7,1049,0.052,0.26,0.208,2.4,0.969,0.3,0.49,STABLE,0,-8.48,28,1,37.3
238,101,9/7/2013 5:45,1049,20.3,20.09,0.21,2.7,1002,0.052,0.25,0.199,2.4,0.955,0.3,0.49,STABLE,0,-8.48,90,4,37.1
239,101,9/7/2013 5:56,1007,20.3,20.1,0.2,2.7,973,0.051,0.244,0.193,2.4,0.966,0.3,0.49,STABLE,-0.01,-8.49,33,5,37
240,101,9/7/2013 6:06,968,20.3,20.11,0.19,2.7,945,0.051,0.239,0.188,2.4,0.977,0.3,0.49,STABLE,0,-8.49,8,0,36.8
241,101,9/7/2013 6:17,987,20.3,20.1,0.2,2.7,980,0.051,0.246,0.195,2.5,0.993,0.3,0.49,STABLE,0,-8.49,78,19,36.7
242,101,9/7/2013 6:27,1212,20.3,20.06,0.24,2.7,1206,0.051,0.29,0.239,2.5,0.995,0.4,0.49,DYNAMIC,-7.27,-15.76,198,53,36.6
243,101,9/7/2013 6:38,1060,20.3,20.09,0.21,2.7,1021,0.051,0.253,0.203,2.5,0.963,0.3,0.49,DYNAMIC,2.48,-13.28,3,0,36.6
244,101,9/7/2013 6:48,1013,20.3,20.1,0.2,2.7,988,0.051,0.246,0.196,2.5,0.975,0.3,0.49,STABLE,4.96,-8.32,63,11,36.3
245,101,9/7/2013 6:59,940,20.3,20.11,0.19,2.7,908,0.05,0.231,0.18,2.5,0.966,0.3,0.49,STABLE,-0.02,-8.34,28,2,36.3
246,101,9/7/2013 7:09,935,20.3,20.11,0.18,2.8,902,0.051,0.229,0.179,2.5,0.964,0.3,0.49,STABLE,-0.34,-8.68,26,6,36.4
247,101,9/7/2013 7:20,919,20.3,20.11,0.18,2.8,911,0.05,0.231,0.181,2.5,0.992,0.3,0.49,STABLE,0.02,-8.66,17,4,36.4
248,101,9/7/2013 7:30,884,20.3,20.12,0.17,2.8,876,0.05,0.223,0.173,2.5,0.991,0.3,0.49,STABLE,-0.02,-8.68,56,0,36.3
249,101,9/7/2013 7:41,925,20.3,20.12,0.18,2.8,932,0.05,0.234,0.184,2.5,1.007,0.3,0.49,STABLE,0.37,-8.31,100,8,36.3
250,101,9/7/2013 7:51,1362,20.3,20.03,0.27,2.8,1433,0.05,0.333,0.283,2.6,1.052,0.4,0.49,STABLE,0,-8.31,385,124,36.2
251,101,9/7/2013 8:02,1112,20.3,20.08,0.22,2.8,1098,0.05,0.267,0.217,2.6,0.987,0.3,0.49,STABLE,-1.23,-9.54,99,17,36.4
252,101,9/7/2013 8:12,912,20.3,20.12,0.18,2.8,860,0.05,0.22,0.17,2.6,0.942,0.3,0.49,DYNAMIC,-0.04,-9.58,0,0,36.4
253,101,9/7/2013 8:23,878,20.3,20.13,0.17,2.8,852,0.05,0.218,0.168,2.6,0.97,0.3,0.49,STABLE,0.51,-9.07,36,3,36.2
254,101,9/7/2013 8:33,872,20.3,20.12,0.17,2.8,884,0.05,0.225,0.174,2.6,1.015,0.3,0.49,STABLE,0.79,-8.28,56,13,36.2
255,101,9/7/2013 8:44,853,20.3,20.13,0.17,2.8,851,0.049,0.217,0.168,2.6,0.998,0.3,0.49,STABLE,0,-8.28,193,8,36.1
256,101,9/7/2013 8:54,860,20.3,20.13,0.17,2.9,841,0.05,0.216,0.167,2.6,0.978,0.3,0.49,STABLE,0,-8.28,12,3,36.1
257,101,9/7/2013 9:05,862,20.3,20.13,0.17,2.9,836,0.05,0.215,0.165,2.6,0.97,0.3,0.49,STABLE,0,-8.28,34,9,36
258,101,9/7/2013 9:15,835,20.3,20.14,0.16,2.9,795,0.05,0.206,0.157,2.6,0.952,0.2,0.49,STABLE,0,-8.28,152,0,36
259,101,9/7/2013 9:26,849,20.3,20.13,0.17,2.9,849,0.049,0.217,0.168,2.6,1,0.2,0.49,STABLE,0,-8.28,119,3,36
260,101,9/7/2013 9:36,189,20.3,20.26,0.04,2.9,198,0.049,0.088,0.039,2.6,1.046,0.1,0.5,STABLE,0.01,-8.27,79,30,35.8
261,EVENT,9/7/2013 9:47,1665,20.3,19.97,0.33,2.9,1626,0.055,0.377,0.322,2.6,0.977,0.5,0.49,STABLE,0,-8.27,321,55,36
262,101,9/7/2013 9:57,1389,20.29,20.02,0.27,2.9,1343,0.057,0.323,0.265,2.7,0.967,0.4,0.49,STABLE,0.04,-8.23,375,13,36.3
263,101,9/7/2013 10:08,1700,20.29,19.96,0.33,2.9,1669,0.057,0.387,0.33,2.7,0.982,0.5,0.49,STABLE,-0.02,-8.25,610,200,35.9
264,101,9/7/2013 10:18,1087,20.3,20.09,0.21,2.9,1021,0.056,0.258,0.201,2.7,0.939,0.3,0.49,STABLE,-0.03,-8.28,868,2,35.9
265,101,9/7/2013 10:29,910,20.3,20.12,0.18,2.9,848,0.056,0.223,0.167,2.7,0.932,0.3,0.49,STABLE,-0.02,-8.3,5,2,35.2
266,101,9/7/2013 10:39,927,20.3,20.12,0.18,3,893,0.055,0.231,0.176,2.7,0.963,0.3,0.49,STABLE,-0.01,-8.31,140,2,34.4
267,101,9/7/2013 10:50,910,20.31,20.13,0.18,3,883,0.054,0.229,0.174,2.7,0.97,0.3,0.49,STABLE,0.02,-8.29,590,2,33.6
268,101,9/7/2013 11:00,859,20.31,20.14,0.17,3,796,0.054,0.21,0.157,2.7,0.927,0.2,0.49,STABLE,-0.01,-8.3,64,4,33
269,101,9/7/2013 11:11,1254,20.31,20.06,0.24,3,1197,0.053,0.289,0.236,2.7,0.954,0.4,0.49,STABLE,-0.02,-8.32,213,39,32.6
270,101,9/7/2013 11:21,847,20.31,20.14,0.17,3,802,0.053,0.211,0.158,2.7,0.948,0.2,0.49,STABLE,-0.01,-8.33,54,6,32.5
271,101,9/7/2013 11:32,798,20.31,20.15,0.15,3,722,0.052,0.195,0.142,2.8,0.905,0.2,0.49,STABLE,-0.01,-8.34,64,4,32.1
272,101,9/7/2013 11:42,857,20.31,20.14,0.17,3,769,0.052,0.203,0.152,2.8,0.898,0.2,0.49,STABLE,-0.01,-8.35,68,5,31.7
273,101,9/7/2013 11:53,1162,20.31,20.09,0.23,3,1054,0.051,0.259,0.208,2.8,0.907,0.3,0.49,STABLE,-0.01,-8.36,223,14,31.4
274,101,9/7/2013 12:03,1272,20.3,20.06,0.25,3,1167,0.051,0.281,0.23,2.8,0.918,0.4,0.49,STABLE,0,-8.36,148,29,31.7
275,101,9/7/2013 12:14,897,20.31,20.13,0.17,3,805,0.05,0.209,0.159,2.8,0.898,0.3,0.49,STABLE,-0.01,-8.37,6,0,31.8
276,101,9/7/2013 12:24,1005,20.31,20.12,0.19,3.1,878,0.05,0.222,0.173,2.8,0.873,0.3,0.49,STABLE,0,-8.37,4,0,31.5
277,101,9/7/2013 12:35,1330,20.31,20.06,0.25,3.1,1105,0.049,0.267,0.218,2.8,0.831,0.4,0.49,STABLE,0,-8.37,0,0,31.4
278,101,9/7/2013 12:45,1571,20.31,20,0.3,3.1,1415,0.049,0.328,0.279,2.8,0.901,0.5,0.49,STABLE,-0.01,-8.38,166,3,31.8
279,101,9/7/2013 12:56,1454,20.31,20.02,0.28,3.1,1324,0.049,0.31,0.262,2.8,0.91,0.4,0.49,STABLE,0.01,-8.37,241,42,32.3
280,101,9/7/2013 13:06,1268,20.31,20.06,0.25,3.1,1128,0.048,0.272,0.223,2.9,0.89,0.4,0.49,STABLE,-0.01,-8.38,239,13,32.3
281,101,9/7/2013 13:17,1201,20.31,20.07,0.23,3.1,1051,0.048,0.256,0.208,2.9,0.876,0.3,0.49,STABLE,0,-8.38,150,1,32
282,101,9/7/2013 13:27,1531,20.31,20.01,0.3,3.1,1370,0.048,0.319,0.271,2.9,0.894,0.4,0.49,STABLE,-0.01,-8.39,150,21,32.2
283,101,9/7/2013 13:38,1155,20.31,20.09,0.22,3.2,1031,0.048,0.253,0.204,2.9,0.892,0.3,0.49,STABLE,0,-8.39,104,10,32.2
284,101,9/7/2013 13:48,1169,20.31,20.08,0.23,3.2,1038,0.049,0.254,0.205,2.9,0.888,0.3,0.49,STABLE,0,-8.39,48,1,32.3
285,101,9/7/2013 13:59,1317,20.31,20.06,0.25,3.2,1099,0.049,0.266,0.217,2.9,0.835,0.4,0.49,STABLE,0,-8.39,39,0,32.4
286,101,9/7/2013 14:09,1366,20.31,20.04,0.26,3.2,1193,0.049,0.285,0.236,2.9,0.874,0.4,0.49,STABLE,-0.01,-8.4,2,1,32.6
287,101,9/7/2013 14:20,1530,20.31,20.01,0.3,3.2,1416,0.049,0.329,0.28,2.9,0.926,0.4,0.49,STABLE,0,-8.4,102,1,32.8
288,101,9/7/2013 14:30,1690,20.31,19.98,0.33,3.2,1592,0.049,0.363,0.314,3,0.942,0.5,0.49,STABLE,0,-8.4,413,52,32.8
289,101,9/7/2013 14:41,1728,20.31,19.97,0.34,3.2,1568,0.049,0.359,0.31,3,0.907,0.5,0.49,STABLE,0.02,-8.38,337,62,32.9
290,101,9/7/2013 14:51,1267,20.31,20.07,0.25,3.3,1135,0.049,0.273,0.224,3,0.896,0.4,0.49,STABLE,0.02,-8.36,294,65,33.4
291,101,9/7/2013 15:02,1153,20.31,20.09,0.22,3.3,1023,0.049,0.251,0.202,3,0.887,0.3,0.49,STABLE,0,-8.36,47,6,33.5
292,101,9/7/2013 15:12,1301,20.31,20.06,0.25,3.3,1133,0.049,0.273,0.224,3,0.871,0.4,0.49,STABLE,-0.01,-8.37,49,1,33.4
293,101,9/7/2013 15:23,1266,20.31,20.07,0.24,3.3,1089,0.049,0.265,0.216,3,0.86,0.4,0.49,STABLE,0,-8.37,0,0,33.4
294,101,9/7/2013 15:33,1331,20.31,20.06,0.25,3.3,1135,0.049,0.273,0.224,3,0.853,0.4,0.49,STABLE,0,-8.37,5,1,33.4
295,101,9/7/2013 15:44,1554,20.31,20.01,0.3,3.3,1410,0.049,0.328,0.279,3,0.907,0.4,0.49,STABLE,0,-8.37,204,12,33.4
296,101,9/7/2013 15:54,1110,20.31,20.1,0.21,3.3,980,0.049,0.243,0.194,3.1,0.883,0.3,0.49,STABLE,0,-8.37,149,1,33.3
297,101,9/7/2013 16:05,1211,20.31,20.08,0.23,3.3,1029,0.049,0.253,0.204,3.1,0.85,0.3,0.49,STABLE,-0.01,-8.38,5,1,33.1
298,101,9/7/2013 16:15,1425,20.31,20.04,0.27,3.4,1184,0.049,0.283,0.234,3.1,0.831,0.4,0.49,STABLE,0.01,-8.37,15,2,33.1
299,101,9/7/2013 16:26,1806,20.31,19.96,0.35,3.4,1639,0.049,0.373,0.324,3.1,0.908,0.5,0.49,DYNAMIC,0,-8.37,232,35,33.3
300,101,9/7/2013 16:36,1732,20.31,19.97,0.34,3.4,1574,0.049,0.361,0.312,3.1,0.908,0.5,0.49,DYNAMIC,0.1,-8.27,276,49,33.4
301,101,9/7/2013 16:47,1718,20.31,19.98,0.33,3.4,1564,0.049,0.359,0.309,3.1,0.91,0.5,0.49,STABLE,0.08,-8.19,253,21,33.5
302,101,9/7/2013 16:57,1791,20.31,19.96,0.35,3.4,1667,0.049,0.379,0.329,3.1,0.93,0.5,0.49,STABLE,-0.01,-8.2,396,46,33.7
303,101,9/7/2013 17:08,1206,20.31,20.08,0.23,3.4,1099,0.049,0.267,0.217,3.1,0.911,0.3,0.49,STABLE,0,-8.2,87,2,33.9
304,101,9/7/2013 17:18,1201,20.31,20.08,0.23,3.5,1064,0.049,0.26,0.21,3.2,0.886,0.3,0.49,STABLE,0,-8.2,51,2,33.5
305,101,9/7/2013 17:29,1424,20.31,20.04,0.27,3.5,1243,0.05,0.295,0.246,3.2,0.873,0.4,0.49,STABLE,-0.01,-8.21,90,0,33.4
306,101,9/7/2013 17:39,1468,20.31,20.03,0.28,3.5,1269,0.05,0.299,0.25,3.2,0.864,0.4,0.49,STABLE,0.01,-8.2,133,2,33.5
307,101,9/7/2013 17:50,1499,20.31,20.02,0.29,3.5,1295,0.05,0.305,0.256,3.2,0.864,0.4,0.49,STABLE,-0.01,-8.21,217,7,33.7
308,101,9/7/2013 18:00,1796,20.31,19.96,0.35,3.5,1658,0.05,0.377,0.328,3.2,0.923,0.5,0.49,STABLE,0,-8.21,409,81,34.1
309,101,9/7/2013 18:11,2039,20.31,19.92,0.4,3.5,1854,0.05,0.416,0.366,3.2,0.909,0.6,0.49,STABLE,0,-8.21,608,232,34.7
310,101,9/7/2013 18:21,2024,20.31,19.92,0.39,3.6,1862,0.05,0.417,0.367,3.3,0.92,0.6,0.49,DYNAMIC,-0.05,-8.26,405,61,34.9
311,101,9/7/2013 18:32,2400,20.31,19.85,0.46,3.6,2145,0.05,0.474,0.424,3.3,0.893,0.7,0.49,STABLE,0.13,-8.13,903,472,35.6
312,101,9/7/2013 18:42,2001,20.31,19.92,0.39,3.6,1783,0.051,0.403,0.353,3.3,0.891,0.6,0.49,DYNAMIC,0.01,-8.12,340,118,35.6
313,101,9/7/2013 18:53,1855,20.31,19.95,0.36,3.6,1689,0.051,0.385,0.334,3.3,0.91,0.5,0.49,STABLE,0.3,-7.82,450,70,35.1
314,101,9/7/2013 19:03,2335,20.31,19.85,0.46,3.6,2277,0.051,0.501,0.45,3.3,0.975,0.7,0.49,STABLE,-0.01,-7.83,410,100,35.1
315,101,9/7/2013 19:14,2129,20.31,19.89,0.42,3.7,2066,0.051,0.46,0.409,3.4,0.971,0.6,0.49,STABLE,0,-7.83,509,60,35.8
316,101,9/7/2013 19:24,1428,20.31,20.03,0.28,3.7,1345,0.052,0.318,0.267,3.4,0.942,0.4,0.49,STABLE,0,-7.83,159,23,36.1
317,101,9/7/2013 19:35,1256,20.31,20.06,0.24,3.7,1149,0.052,0.279,0.227,3.4,0.915,0.4,0.49,STABLE,0,-7.83,39,7,35.4
318,101,9/7/2013 19:45,1248,20.31,20.07,0.24,3.7,1108,0.052,0.271,0.219,3.4,0.888,0.4,0.49,STABLE,0,-7.83,136,0,34.8
319,101,9/7/2013 19:56,1438,20.3,20.02,0.28,3.7,1278,0.052,0.307,0.255,3.4,0.889,0.4,0.49,STABLE,-0.01,-7.84,18,0,34.4
320,101,9/7/2013 20:06,1709,20.31,19.97,0.33,3.7,1505,0.052,0.352,0.3,3.4,0.881,0.5,0.49,STABLE,0,-7.84,106,16,34.3
321,101,9/7/2013 20:17,1905,20.3,19.93,0.37,3.8,1765,0.052,0.401,0.349,3.4,0.926,0.6,0.49,STABLE,0,-7.84,243,28,34.8
322,101,9/7/2013 20:27,1711,20.31,19.98,0.33,3.8,1536,0.052,0.354,0.302,3.5,0.898,0.5,0.49,STABLE,0.05,-7.79,97,22,35.1
